Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
16-May-2018,30588.2,30951.5,30370.35,30549.95,30663.702416918426,662,300,20299371.0,208.0,31.42,581.15,-38.25
15-May-2018,30454.05,30984.8,30229.4,30742.8,30677.986707566466,978,521,30003071.0,196.0,20.04,755.4,288.75
14-May-2018,30836.0,30924.5,30350.05,30471.95,30614.9953416149,1288,535,39432114.0,513.0,39.83,574.45,-364.05
11-May-2018,30655.0,31105.0,30632.8,30861.15,30888.351672862456,1345,593,41544833.0,336.0,24.98,472.2,206.15
10-May-2018,30750.0,31159.55,30100.0,30688.6,30557.992090784053,2908,1265,88862641.0,729.0,25.07,1059.55,-61.4
9-May-2018,30400.05,30750.0,30000.0,30305.45,30543.82670299727,3670,1379,112095844.0,752.0,20.49,750.0,-94.6
8-May-2018,29987.0,30475.05,29935.4,30435.25,30273.798646362106,1182,601,35783630.0,410.0,34.69,539.65,448.25
7-May-2018,29324.7,29900.0,29111.1,29806.3,29625.803203661326,874,463,25892952.0,253.0,28.95,788.9,481.6
4-May-2018,29958.3,30048.8,29179.2,29217.3,29446.296472831265,1049,441,30889165.0,438.0,41.75,869.6,-741.0
3-May-2018,30699.0,30699.0,29602.75,29905.1,29920.50999048525,1051,505,31446456.0,423.0,40.25,1096.25,-793.9
2-May-2018,31331.0,31421.65,30320.0,30479.0,30768.562565172055,1918,840,59014103.0,651.0,33.94,1101.65,-852.0
30-April-2018,31700.0,31889.35,31111.0,31214.95,31542.345394736843,608,336,19177746.0,205.0,33.72,778.35,-485.05
27-April-2018,31020.0,32209.5,31019.85,31557.55,31831.209077001527,1961,1044,62421001.0,791.0,40.34,1189.65,537.55
26-April-2018,30869.6,31344.0,30821.15,31188.1,31052.965408805027,636,329,19749686.0,223.0,35.06,522.85,318.5
25-April-2018,31188.0,31188.0,30675.0,30739.3,30887.779376498802,834,422,25760408.0,214.0,25.66,513.0,-448.7
24-April-2018,30999.0,31400.0,30836.0,31149.45,31092.970588235286,612,337,19028898.0,139.0,22.71,564.0,150.45
23-April-2018,31150.0,31337.0,30566.4,30934.2,30967.832625482624,5180,621,160413373.0,4247.0,81.99,770.6,-215.8
20-April-2018,30815.05,31250.0,30696.3,31155.0,30914.846405228756,1224,651,37839772.0,407.0,33.25,553.7,339.95
19-April-2018,31051.25,31199.9,30568.2,30902.65,30819.30657127716,3774,995,116312063.0,1976.0,52.36,631.7,-148.6
18-April-2018,31117.05,31349.3,30829.3,30870.35,31010.507197549767,3265,530,101249306.0,272.0,8.33,520.0,-246.7
17-April-2018,31300.1,31473.0,30802.0,31039.9,31121.076382942287,5839,466,181715965.0,342.0,5.86,671.0,-260.2
16-April-2018,31400.0,31400.0,31001.8,31300.1,31193.69252077562,1444,566,45043692.0,469.0,32.48,398.2,-99.9
13-April-2018,30675.0,31498.95,30675.0,31341.55,31125.02437785678,1969,968,61285173.0,854.0,43.37,823.95,666.55
12-April-2018,30552.0,30899.95,30401.0,30671.8,30719.883861236798,1989,848,61101849.0,732.0,36.8,498.95,119.8
11-April-2018,30050.0,30825.0,29924.3,30689.4,30465.00293255132,3069,1402,93497094.0,1171.0,38.16,900.7,639.4
10-April-2018,29849.0,30171.75,29662.05,29980.75,29975.43955094991,1158,606,34711559.0,312.0,26.94,509.7,131.75
9-April-2018,29796.0,30125.0,29740.0,29849.3,29849.40647341103,20422,1232,609584579.0,19410.0,95.04,385.0,53.3
6-April-2018,29655.0,29995.0,29595.05,29793.85,29794.5107271906,8856,938,263860187.0,7587.0,85.67,399.95,138.85
5-April-2018,29092.0,29750.0,29092.0,29667.0,29396.853312788895,3245,1470,95392789.0,936.0,28.84,658.0,575.0
4-April-2018,28500.0,29257.3,28400.0,28944.4,28931.801506424454,4514,2143,130598152.0,1107.0,24.52,857.3,444.4
3-April-2018,28051.25,28170.0,27800.0,28051.95,27966.122051282047,975,457,27266969.0,247.0,25.33,370.0,0.7
2-April-2018,28350.0,28787.0,28022.15,28301.4,28542.13913676926,5491,562,156724886.0,4706.0,85.7,764.85,-48.6
28-March-2018,28088.05,28669.7,28016.3,28336.95,28285.964991023335,1114,526,31510565.0,518.0,46.5,653.4,248.9
27-March-2018,28025.3,28533.9,28025.3,28412.6,28345.269283746566,1452,595,41157331.0,535.0,36.85,508.6,387.3
26-March-2018,27800.0,27995.0,27626.15,27840.85,27854.070949185047,2086,626,58103592.0,1189.0,57.0,368.85,40.85
23-March-2018,27500.0,28002.0,27322.55,27919.3,27758.760392798693,3055,1037,84803013.0,1532.0,50.15,679.45,419.3
22-March-2018,28150.0,28466.1,27881.25,28008.6,28207.691075514875,1311,537,36980283.0,503.0,38.37,584.85,-141.4
21-March-2018,28700.0,28700.0,27811.55,27954.5,27982.31650943396,2120,882,59322511.0,872.0,41.13,888.45,-745.5
20-March-2018,27450.0,28341.3,27337.95,28286.4,28099.675969725642,2114,952,59402715.0,891.0,42.15,1003.35,836.4
19-March-2018,28175.65,28289.15,27300.0,27421.25,27618.81090909091,1100,480,30380692.0,520.0,47.27,989.15,-754.4
16-March-2018,28750.0,28789.0,27900.0,28048.0,28348.94491737606,1997,824,56612843.0,698.0,34.95,889.0,-702.0
15-March-2018,28800.0,28900.0,28601.05,28655.35,28766.414834600364,4867,525,140006141.0,4034.0,82.88,298.95,-144.65
14-March-2018,28960.0,29040.2,28638.95,28796.15,28885.87404255319,1175,444,33940902.0,409.0,34.81,401.25,-163.85
13-March-2018,28040.0,28839.0,28040.0,28794.7,28666.930581613506,1599,608,45838422.0,654.0,40.9,799.0,754.7
12-March-2018,27895.0,28378.7,27895.0,28323.3,28218.296084049663,1047,425,29544556.0,438.0,41.83,483.7,428.3
9-March-2018,27998.0,28024.15,27672.0,27875.0,27916.9057497988,11183,574,312194757.0,10338.0,92.44,352.15,-123.0
8-March-2018,27538.0,27790.0,27450.0,27702.3,27518.668368187056,6073,557,167120873.0,5236.0,86.22,340.0,164.3
7-March-2018,27400.1,27627.2,27341.95,27450.15,27471.735028712057,1219,519,33488045.0,436.0,35.77,285.25,50.05
6-March-2018,27754.8,27777.95,27300.0,27421.1,27463.162197514714,1529,625,41991175.0,642.0,41.99,477.95,-333.7
5-March-2018,27682.75,27796.75,27450.0,27563.3,27560.490906177387,12481,509,343982487.0,410.0,3.28,346.75,-119.45
1-March-2018,27356.0,27960.5,27280.9,27734.85,27724.37486095661,1798,990,49848426.0,458.0,25.47,679.6,378.85
28-February-2018,26860.1,27555.0,26577.0,27421.45,27294.72102747908,1674,705,45691363.0,692.0,41.34,978.0,561.35
27-February-2018,27274.05,27337.15,27050.0,27141.65,27155.89795918368,1323,536,35927253.0,388.0,29.33,287.15,-132.4
26-February-2018,27000.0,27290.0,26749.25,27181.05,27105.410364886306,1891,839,51256331.0,772.0,40.82,540.75,181.05
23-February-2018,27025.0,27166.95,26546.05,26717.35,26692.329469188524,1639,808,43748728.0,558.0,34.05,620.9,-307.65
22-February-2018,27173.1,27210.0,26602.0,26805.45,26994.1717325228,1316,596,35524330.0,513.0,38.98,608.0,-367.65
21-February-2018,27084.95,27498.95,27017.5,27379.35,27271.898101898096,2002,894,54598340.0,723.0,36.11,481.45,294.4
20-February-2018,27125.0,27400.1,26810.25,26924.6,27140.07857142857,1260,568,34196499.0,234.0,18.57,589.85,-200.4
19-February-2018,27352.0,27567.0,26715.55,27083.1,27111.4301430143,1818,832,49288580.0,436.0,23.98,851.45,-268.9
16-February-2018,28355.0,28402.95,27197.0,27350.1,27629.942897930043,2802,1173,77419100.0,827.0,29.51,1205.95,-1004.9
15-February-2018,28140.0,28400.0,28113.4,28322.4,28309.520469619583,13117,837,371335980.0,859.0,6.55,286.6,182.4
14-February-2018,27820.0,28200.0,27740.75,28020.75,28029.63169642857,1792,700,50229100.0,540.0,30.13,459.25,200.75
12-February-2018,27950.4,28016.4,27729.5,27873.65,27881.815398886833,1078,440,30056597.0,401.0,37.2,286.9,-76.75
9-February-2018,27700.0,27959.75,27585.05,27743.1,27757.714222614835,2264,989,62843465.0,674.0,29.77,374.7,43.1
8-February-2018,28198.0,28326.05,27858.05,28116.75,28139.130052724082,3983,1493,112078155.0,1082.0,27.17,468.0,-81.25
7-February-2018,27999.0,28440.0,27135.95,27997.6,27968.670580342165,14905,2196,416873035.0,993.0,6.66,1304.05,-1.4
6-February-2018,26849.95,28006.0,26112.1,27567.95,27162.81519919652,2987,1291,81135329.0,610.0,20.42,1893.9,718.0
5-February-2018,27489.6,27788.95,27300.0,27575.95,27575.23684210526,1444,600,39818642.0,341.0,23.61,488.95,86.35
2-February-2018,28000.0,28495.0,27244.0,27738.8,28033.20784641069,3594,1674,100751349.0,676.0,18.81,1251.0,-261.2
1-February-2018,26940.0,28199.95,26701.25,27995.35,27447.119689355877,4378,2316,120163490.0,1178.0,26.91,1498.7,1055.35
31-January-2018,26700.0,27394.7,26550.5,26948.9,26965.48814773981,3628,1585,97830791.0,699.0,19.27,844.2,248.9
30-January-2018,27500.0,27500.0,26552.15,26653.1,26938.883036014806,71304,1493,1920850116.0,68529.0,96.11,947.85,-846.9
29-January-2018,26600.0,27824.15,26000.0,27463.45,27284.44249466445,4217,1901,115058494.0,1675.0,39.72,1824.15,863.45
25-January-2018,26490.0,26724.55,26226.65,26524.95,26368.77753229912,20821,1368,549024317.0,18996.0,91.23,497.9,34.95
24-January-2018,27099.8,27099.8,26300.0,26400.85,26716.244323208495,6782,2035,181189569.0,4402.0,64.91,799.8,-698.95
23-January-2018,27718.05,27725.1,27075.0,27112.9,27293.8511060692,3526,1640,96238119.0,1397.0,39.62,650.1,-605.15
22-January-2018,28015.05,28015.05,27543.55,27652.0,27743.95347313237,1526,754,42337273.0,689.0,45.15,471.5,-363.05
19-January-2018,28069.85,28148.9,27760.05,27987.45,28022.2637912673,9390,1097,263129057.0,7780.0,82.85,388.85,-82.4
18-January-2018,28289.35,28440.0,27801.0,27926.35,28114.290458530006,5932,2121,166773971.0,2234.0,37.66,639.0,-363.0
17-January-2018,27907.0,28260.0,27710.0,28193.9,27906.93726235741,1578,744,44037147.0,402.0,25.48,550.0,286.9
16-January-2018,27990.0,28149.9,27700.0,27906.55,27870.74314465408,3975,1065,110786204.0,1957.0,49.23,449.9,-83.45
15-January-2018,28651.0,28783.7,27889.75,27991.15,28095.193601044728,3063,1403,86055578.0,1447.0,47.24,893.95,-659.85
12-January-2018,28750.0,28750.0,28200.0,28514.4,28514.620233463036,2570,1115,73282574.0,611.0,23.77,550.0,-235.6
11-January-2018,28399.0,28450.0,27835.25,28382.95,28055.199253517083,3483,1120,97716259.0,1753.0,50.33,614.75,-16.05
10-January-2018,28998.0,28998.0,28050.0,28100.25,28228.75673166203,3231,1360,91207113.0,1048.0,32.44,948.0,-897.75
9-January-2018,29135.0,29199.95,28509.25,28594.0,28668.69368575624,3405,1261,97616902.0,1223.0,35.92,690.7,-541.0
8-January-2018,29450.0,29450.0,29075.0,29131.3,29185.9016064257,1494,682,43603737.0,415.0,27.78,375.0,-318.7
5-January-2018,28715.6,29300.0,28715.55,29250.85,28849.396735097696,8086,747,233276222.0,4115.0,50.89,584.45,535.25
4-January-2018,28801.0,28962.45,28412.9,28574.7,28607.315484804636,2073,851,59302965.0,794.0,38.3,549.55,-226.3
3-January-2018,28961.95,28997.9,28551.0,28794.6,28765.679211469534,3906,1325,112358743.0,1442.0,36.92,446.9,-167.35
2-January-2018,30350.0,30350.0,28600.0,28697.45,29047.45673076923,5200,2583,151046775.0,1811.0,34.83,1750.0,-1652.55
1-January-2018,30472.0,30472.0,29857.2,29901.3,30082.8335684062,709,308,21328729.0,270.0,38.08,614.8,-570.7
29-December-2017,29939.3,30380.0,29939.3,30290.55,30140.519575315193,1507,500,45421763.0,439.0,29.13,440.7,351.25
28-December-2017,30000.1,30289.5,29700.0,29951.75,30082.7963963964,1110,597,33391904.0,403.0,36.31,589.5,-48.35
27-December-2017,30324.65,30324.65,30100.0,30164.0,30184.025454545455,550,270,16601214.0,136.0,24.73,224.65,-160.65
26-December-2017,30250.75,30462.85,29977.05,30121.0,30123.791524265205,1463,582,44071107.0,519.0,35.48,485.8,-129.75
22-December-2017,30364.25,30699.85,30050.0,30247.85,30334.875510204085,1960,861,59456356.0,398.0,20.31,649.85,-116.4
21-December-2017,30260.0,30480.85,30064.45,30221.4,30266.5219858156,705,334,21337898.0,197.0,27.94,416.4,-38.6
20-December-2017,31100.0,31100.0,30020.0,30254.75,30869.25794581334,27719,1041,855664961.0,25534.0,92.12,1080.0,-845.25
19-December-2017,30000.0,31000.0,30000.0,30794.95,30632.95842227378,21550,4929,660140254.0,11771.0,54.62,1000.0,794.95
18-December-2017,29800.0,29999.0,28855.1,29909.5,29722.458495460443,1542,662,45832031.0,504.0,32.68,1143.9,109.5
15-December-2017,29150.0,29579.95,28925.3,29503.35,29374.18959731544,1192,517,35014034.0,615.0,51.59,654.65,353.35
14-December-2017,28763.15,28914.65,28500.05,28702.95,28616.431550317317,3309,435,94691772.0,2777.0,83.92,414.6,-60.2
13-December-2017,29198.75,29198.75,28268.0,28689.5,28738.851228070176,1425,612,40952863.0,481.0,33.75,930.75,-509.25
12-December-2017,29216.65,29216.65,28515.05,28610.1,28725.3748960931,1203,598,34556626.0,501.0,41.65,701.6,-606.55
11-December-2017,29344.65,29650.0,29200.05,29242.8,29409.96338215713,1502,606,44173765.0,537.0,35.75,449.95,-101.85
8-December-2017,28704.15,29224.95,28502.35,29005.05,28935.415862068967,1450,639,41956353.0,456.0,31.45,722.6,300.9
7-December-2017,28500.0,28975.0,28100.0,28857.05,28676.413526328928,4007,1437,114906389.0,1762.0,43.97,875.0,357.05
6-December-2017,29550.55,29550.55,28150.0,28204.75,28442.523809523813,2058,944,58534714.0,782.0,38.0,1400.55,-1345.8
5-December-2017,29398.0,29398.0,28521.55,28920.05,28824.219650655028,2290,1069,66007463.0,889.0,38.82,876.45,-477.95
4-December-2017,29303.0,29717.05,29221.1,29399.1,29411.572916666664,960,487,28235110.0,349.0,36.35,495.95,96.1
1-December-2017,30206.0,30363.95,29166.8,29302.5,29797.72278193045,3077,1240,91687593.0,938.0,30.48,1197.15,-903.5
30-November-2017,30200.0,30239.95,29900.0,29981.05,30079.411580594682,1278,616,38441488.0,637.0,49.84,339.95,-218.95
29-November-2017,30859.0,30859.0,30140.0,30234.8,30547.976212578324,8618,557,263262459.0,7524.0,87.31,719.0,-624.2
28-November-2017,30760.0,30830.9,30425.05,30512.05,30593.895791583167,998,436,30532708.0,406.0,40.68,405.85,-247.95
27-November-2017,30805.9,31072.65,30763.1,30831.35,30922.327868852455,671,348,20748882.0,290.0,43.22,309.55,25.45
24-November-2017,30536.5,31026.0,30536.5,30808.2,30848.73222875468,7484,389,230871912.0,6936.0,92.68,489.5,271.7
23-November-2017,30151.0,30680.0,30151.0,30635.95,30532.4416,1875,550,57248328.0,1058.0,56.43,529.0,484.95
22-November-2017,30400.0,30610.95,30151.0,30198.05,30243.033347228007,7197,230,217659111.0,142.0,1.97,459.95,-201.95
21-November-2017,30320.0,31499.0,30259.35,30397.25,30535.414120126454,949,419,28978108.0,389.0,40.99,1239.65,77.25
20-November-2017,30603.3,30775.8,30450.0,30650.25,30611.551282051278,312,189,9550804.0,109.0,34.94,325.8,46.95
17-November-2017,30580.0,30780.0,30519.15,30637.6,30685.789932236203,1033,444,31698421.0,412.0,39.88,260.85,57.6
16-November-2017,30456.0,30731.15,30398.55,30483.95,30545.08780991736,968,487,29567645.0,258.0,26.65,332.6,27.95
15-November-2017,30151.0,30635.0,30046.95,30476.15,30377.74139194139,2730,1069,82931234.0,750.0,27.47,588.05,325.15
14-November-2017,30565.0,30960.0,29648.0,30083.2,30177.85413772574,5039,2406,152066207.0,798.0,15.84,1312.0,-481.8
13-November-2017,30700.0,31050.0,30490.0,30561.85,30632.151291512913,1355,582,41506565.0,610.0,45.02,560.0,-138.15
10-November-2017,30900.0,30939.95,30374.25,30478.65,30545.39067944251,2296,941,70132217.0,751.0,32.71,565.7,-421.35
9-November-2017,31109.55,31231.3,30610.2,30819.75,30864.487143849892,1439,744,44413997.0,527.0,36.62,621.1,-289.8
8-November-2017,31160.0,31300.0,31042.1,31120.55,31149.102564102563,936,355,29155560.0,381.0,40.71,257.9,-39.45
7-November-2017,31200.0,31250.0,30954.3,31146.6,31089.924731182797,1674,741,52044534.0,613.0,36.62,295.7,-53.4
6-November-2017,31235.0,31418.0,30931.25,31097.85,31185.68538516918,1389,532,43316917.0,506.0,36.43,486.75,-137.15
3-November-2017,31153.0,31424.0,30750.0,31168.85,31043.406185567008,1455,706,45168156.0,367.0,25.22,674.0,15.85
2-November-2017,30935.0,31415.75,30935.0,31151.5,31191.334905660377,1272,623,39675378.0,372.0,29.25,480.75,216.5
1-November-2017,32351.0,32510.9,30880.9,30929.75,31190.914654554155,12549,2594,391414788.0,7476.0,59.57,1630.0,-1421.25
31-October-2017,32290.0,32762.9,32239.65,32287.5,32420.985767790262,1335,518,43282016.0,493.0,36.93,523.25,-2.5
30-October-2017,32000.0,32500.0,31950.0,32360.75,32321.914110429443,2282,805,73758608.0,726.0,31.81,550.0,360.75
27-October-2017,31400.0,31914.0,31400.0,31782.85,31777.946826758147,1166,464,37053086.0,268.0,22.98,514.0,382.85
26-October-2017,31696.0,31800.0,31357.0,31494.7,31541.94096812279,1694,703,53432048.0,253.0,14.94,443.0,-201.3
25-October-2017,31400.0,31847.05,31345.8,31696.45,31623.035152636443,1081,458,34184501.0,382.0,35.34,501.25,296.45
24-October-2017,31001.15,31712.0,31001.15,31466.1,31356.63113604487,1426,472,44714556.0,412.0,28.89,710.85,464.95
23-October-2017,31500.0,31633.55,30895.05,31140.85,31169.53371868979,1557,646,48530964.0,260.0,16.7,738.5,-359.15
19-October-2017,31600.0,31693.25,31251.0,31486.3,31533.109375,256,124,8072476.0,99.0,38.67,442.25,-113.7
18-October-2017,31830.0,31830.0,31350.05,31477.5,31511.92727272727,1045,427,32929964.0,353.0,33.78,479.95,-352.5
17-October-2017,31628.15,31900.0,31332.0,31829.25,31652.94107452339,1154,432,36527494.0,287.0,24.87,568.0,201.1
16-October-2017,31500.0,31920.0,31500.0,31736.2,31740.7529228371,1283,552,40723386.0,230.0,17.93,420.0,236.2
13-October-2017,31211.0,31596.15,31211.0,31368.2,31369.0,867,410,27196923.0,220.0,25.37,385.15,157.2
12-October-2017,31101.0,31445.9,31069.1,31285.35,31293.246338215715,751,357,23501228.0,232.0,30.89,376.8,184.35
11-October-2017,31605.65,31749.0,30300.0,31251.15,31273.2656641604,2793,1081,87346231.0,516.0,18.47,1449.0,-354.5
10-October-2017,31922.05,32066.0,31553.6,31605.65,31930.77206329884,6572,679,209849034.0,5631.0,85.68,512.4,-316.4
9-October-2017,31599.15,31928.95,31335.6,31794.85,31739.868407578087,1953,789,61987963.0,510.0,26.11,593.35,195.7
6-October-2017,30870.0,31699.0,30840.0,31538.2,31303.825268817207,2232,883,69870138.0,1016.0,45.52,859.0,668.2
5-October-2017,31100.0,31189.95,30646.35,30787.55,30849.333333333325,1221,603,37667036.0,383.0,31.37,543.6,-312.45
4-October-2017,31399.0,31399.0,30815.2,30903.4,31001.575356415484,982,423,30443547.0,225.0,22.91,583.8,-495.6
3-October-2017,31505.1,31974.4,30918.0,31157.75,31182.62887263339,4648,1204,144936859.0,2852.0,61.36,1056.4,-347.35
29-September-2017,30488.0,31264.15,30408.75,31179.95,31038.75946462715,2615,938,81166356.0,427.0,16.33,855.4,691.95
28-September-2017,30521.9,30600.9,29949.85,30168.45,30019.00266963292,8990,1054,269870834.0,1456.0,16.2,651.05,-353.45
27-September-2017,30911.0,31102.9,30361.9,30466.7,30581.98839050132,1895,706,57952868.0,549.0,28.97,741.0,-444.3
26-September-2017,30880.0,31092.8,30534.0,30823.85,30783.474166121654,1529,727,47067932.0,354.0,23.15,558.8,-56.15
25-September-2017,31900.0,31900.0,30599.9,30970.45,31052.812627886593,3421,1186,106231672.0,1381.0,40.37,1300.1,-929.55
22-September-2017,31948.0,31948.0,31300.3,31522.8,31497.15992532669,1607,629,50615936.0,579.0,36.03,647.7,-425.2
21-September-2017,32366.3,32568.6,31699.95,31832.0,31994.331133113308,1818,732,58165694.0,618.0,33.99,868.65,-534.3
20-September-2017,32500.0,32629.15,32244.3,32388.0,32409.080808080802,1089,454,35293489.0,271.0,24.89,384.85,-112.0
19-September-2017,32978.0,32978.0,32305.0,32354.85,32526.336076112122,3889,513,126494921.0,2987.0,76.81,673.0,-623.15
18-September-2017,32184.5,32796.95,32146.05,32763.85,32615.80849292257,2402,773,78343172.0,733.0,30.52,650.9,579.35
15-September-2017,32062.0,32071.95,31678.05,31956.2,31849.58080260304,1844,731,58730627.0,403.0,21.85,393.9,-105.8
