Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-June-2016,3100.05,3132.0,3068.65,3087.3,3121.019925400537,51743,1901,161490934.0,37538.0,72.55,63.35,-12.75
31-May-2016,3104.3,3124.3,3070.0,3099.15,3103.339280982245,67926,2675,210797424.0,48348.0,71.18,54.3,-5.15
30-May-2016,3010.0,3105.7,3005.05,3093.9,3067.0687390071425,27859,4211,85445468.0,6785.0,24.35,100.65,83.9
27-May-2016,2971.1,3008.1,2970.15,3003.25,2998.129372059725,19556,2113,58631418.0,4192.0,21.44,37.95,32.15
26-May-2016,2924.75,2990.05,2916.4,2971.1,2959.5354075864157,23173,2213,68581314.0,7348.0,31.71,73.65,46.35
25-May-2016,2924.0,2934.95,2907.0,2929.25,2924.7231436239767,14531,1851,42499152.0,3019.0,20.78,27.95,5.25
24-May-2016,2865.3,2905.0,2865.3,2893.3,2892.878290354242,11207,1038,32420487.0,4194.0,37.42,39.7,28.0
23-May-2016,2897.0,2900.0,2864.75,2883.95,2884.305947271612,13048,1757,37634424.0,3684.0,28.23,35.25,-13.05
20-May-2016,2890.0,2907.7,2872.1,2896.75,2893.7528130936726,13686,1855,39603901.0,3699.0,27.03,35.6,6.75
19-May-2016,2897.4,2911.95,2869.0,2890.3,2892.7807795775857,17471,1473,50539773.0,3350.0,19.17,42.95,-7.1
18-May-2016,2915.9,2915.9,2862.0,2884.85,2884.195366689513,36475,2431,105201026.0,18487.0,50.68,53.9,-31.05
17-May-2016,2910.0,2958.0,2907.0,2927.95,2937.9185216076726,19183,1566,56358091.0,4556.0,23.75,51.0,17.95
16-May-2016,2913.0,2913.0,2872.0,2902.95,2890.18908898305,15104,1793,43653416.0,2123.0,14.06,41.0,-10.05
13-May-2016,2950.15,2950.15,2897.6,2915.85,2917.5037119041413,15356,1807,44801187.0,3553.0,23.14,52.55,-34.3
12-May-2016,2955.05,2979.1,2945.0,2950.15,2956.928877413297,17041,1460,50389025.0,6080.0,35.68,34.1,-4.9
11-May-2016,2934.1,2980.9,2920.05,2960.65,2961.8839421742223,29537,2846,87485166.0,7878.0,26.67,60.85,26.55
10-May-2016,2948.1,2973.0,2931.0,2961.9,2956.5656728444806,26061,2322,77051058.0,8627.0,33.1,42.0,13.8
9-May-2016,2890.0,2960.0,2890.0,2948.1,2938.8585057977402,27252,2358,80089772.0,7728.0,28.36,70.0,58.1
6-May-2016,2913.0,2913.0,2829.0,2885.05,2872.745491830685,44863,3826,128879981.0,7378.0,16.45,84.0,-27.95
5-May-2016,2922.9,2948.0,2881.0,2893.95,2914.471044427124,51320,4928,149570654.0,10032.0,19.55,67.0,-28.95
4-May-2016,2899.9,2915.35,2884.55,2897.7,2902.2584968152864,19625,1699,56956823.0,6161.0,31.39,30.8,-2.2
3-May-2016,2955.0,2959.0,2865.35,2884.4,2906.094183764928,41281,3742,119966474.0,5958.0,14.43,93.65,-70.6
2-May-2016,2899.4,2930.0,2887.55,2907.7,2903.6249308628317,14464,1676,41998031.0,2138.0,14.78,42.45,8.3
29-April-2016,2890.1,2914.8,2870.0,2901.3,2901.522958870473,16290,1836,47265809.0,2580.0,15.84,44.8,11.2
28-April-2016,2945.0,2947.0,2889.95,2901.3,2913.9097663976045,18707,1886,54510510.0,5373.0,28.72,57.05,-43.7
27-April-2016,2932.1,2963.45,2932.1,2949.05,2940.8181549838428,64368,1563,189294583.0,51982.0,80.76,31.35,16.95
26-April-2016,2964.45,2964.45,2919.0,2932.1,2939.4860411899313,17480,2429,51382216.0,4301.0,24.61,45.45,-32.35
25-April-2016,3000.0,3021.0,2960.0,2967.4,2983.1675714802755,16578,2374,49454952.0,2809.0,16.94,61.0,-32.6
22-April-2016,2980.0,3026.2,2952.05,3001.0,2999.6155784148978,406447,2729,1219184753.0,382674.0,94.15,74.15,21.0
21-April-2016,3050.05,3064.5,2980.0,2988.5,3040.3444596493828,270380,2693,822048335.0,252601.0,93.42,84.5,-61.55
20-April-2016,3069.0,3079.0,3006.25,3040.7,3044.0252586915067,265374,3246,807805159.0,245490.0,92.51,72.75,-28.3
18-April-2016,3148.0,3157.5,3050.0,3065.35,3093.0381792805374,22211,2980,68699471.0,5649.0,25.43,107.5,-82.65
13-April-2016,3060.0,3170.0,3040.1,3151.65,3106.0678456159226,44616,5314,138580323.0,9056.0,20.3,129.9,91.65
12-April-2016,2980.0,3060.0,2973.1,3049.95,3039.208899605436,27372,3375,83189226.0,7787.0,28.45,86.9,69.95
11-April-2016,2941.0,2985.0,2908.05,2976.55,2950.4591801584565,17418,2495,51391098.0,4879.0,28.01,76.95,35.55
8-April-2016,2968.0,2968.0,2885.35,2920.3,2909.186899403965,16442,2270,47832851.0,1344.0,8.17,82.65,-47.7
7-April-2016,2985.0,2985.05,2942.5,2968.3,2962.8435178765967,10097,1562,29915831.0,2395.0,23.72,42.55,-16.7
6-April-2016,2960.0,3005.0,2960.0,2983.55,2987.4992185345227,10877,1763,32495029.0,1421.0,13.06,45.0,23.55
5-April-2016,2978.0,3009.9,2936.7,2956.25,2971.6432115471357,66510,2762,197643990.0,4946.0,7.44,73.2,-21.75
4-April-2016,2970.05,2987.8,2948.05,2979.4,2971.741097690719,15979,2210,47485451.0,3183.0,19.92,39.75,9.35
1-April-2016,2939.0,2970.0,2923.0,2951.05,2949.8953047535724,17145,1670,50575955.0,3042.0,17.74,47.0,12.05
31-March-2016,2920.0,2985.0,2919.1,2943.4,2951.66373991457,46354,4300,136821421.0,17662.0,38.1,65.9,23.4
30-March-2016,2858.0,2923.85,2858.0,2922.45,2919.3710216463564,77796,2706,227115388.0,62000.0,79.7,65.85,64.45
29-March-2016,2848.0,2878.9,2836.3,2851.35,2860.445236552171,10801,1034,30895669.0,2533.0,23.45,42.6,3.35
28-March-2016,2872.2,2878.5,2832.2,2848.2,2852.0879370908515,25052,2913,71450507.0,9478.0,37.83,46.3,-24.0
23-March-2016,2870.0,2914.5,2864.0,2870.35,2888.470192307692,42640,3753,123164369.0,10509.0,24.65,50.5,0.35
22-March-2016,2780.0,2899.0,2754.5,2866.75,2846.9678252458184,106481,5011,303147981.0,56879.0,53.42,144.5,86.75
21-March-2016,2806.0,2823.95,2778.85,2802.75,2801.3652117625297,54070,3594,151469817.0,31142.0,57.6,45.1,-3.25
18-March-2016,2828.0,2837.85,2795.0,2832.9,2829.058867769725,14626,1567,41377815.0,6584.0,45.02,42.85,4.9
17-March-2016,2810.0,2838.0,2807.45,2819.5,2824.812152301134,13841,1042,39098225.0,5403.0,39.04,30.55,9.5
16-March-2016,2820.0,2835.0,2763.5,2797.95,2802.25,24200,2085,67814450.0,7815.0,32.29,71.5,-22.05
15-March-2016,2815.0,2838.0,2807.0,2812.95,2826.280078895464,20280,1140,57316960.0,11422.0,56.32,31.0,-2.05
14-March-2016,2815.1,2833.45,2803.15,2817.15,2814.8582515832604,16106,1625,45336107.0,6594.0,40.94,30.3,2.05
11-March-2016,2812.0,2839.8,2795.0,2810.5,2820.6207565212776,37646,1752,106185089.0,23942.0,63.6,44.8,-1.5
10-March-2016,2827.7,2848.5,2797.75,2812.1,2814.020930410205,78546,4378,221030088.0,41606.0,52.97,50.75,-15.6
9-March-2016,2807.9,2828.75,2789.0,2816.95,2815.1225951061574,16061,1595,45213684.0,7462.0,46.46,39.75,9.05
8-March-2016,2838.0,2850.0,2800.0,2809.9,2833.6468122362608,323236,1805,915936661.0,313657.0,97.04,50.0,-28.1
4-March-2016,2817.0,2854.25,2788.95,2835.8,2831.140403587444,22300,2360,63134431.0,4324.0,19.39,65.3,18.8
3-March-2016,2810.0,2847.05,2810.0,2824.75,2829.5221420370676,36582,3323,103509579.0,9970.0,27.25,37.05,14.75
2-March-2016,2681.0,2857.35,2681.0,2807.75,2823.191765809245,94897,7224,267912429.0,45522.0,47.97,176.35,126.75
1-March-2016,2508.5,2682.0,2506.0,2667.0,2617.572059766728,42097,4137,110191931.0,9627.0,22.87,176.0,158.5
29-February-2016,2570.0,2570.0,2473.85,2499.65,2516.9672799650466,41198,4006,103694018.0,10625.0,25.79,96.15,-70.35
26-February-2016,2640.0,2646.0,2535.1,2557.15,2561.932215989728,14797,2256,37908911.0,3084.0,20.84,110.9,-82.85
25-February-2016,2621.0,2641.3,2593.25,2623.3,2610.0829546143123,16503,1710,43074199.0,2682.0,16.25,48.05,2.3
24-February-2016,2660.3,2660.3,2610.0,2623.45,2635.405810362576,8743,1292,23041353.0,711.0,8.13,50.3,-36.85
23-February-2016,2705.0,2709.9,2655.4,2660.3,2670.5044446615216,10237,1312,27337954.0,2078.0,20.3,54.5,-44.7
22-February-2016,2690.05,2730.1,2673.55,2705.95,2706.194106309596,19716,2382,53355323.0,4064.0,20.61,56.55,15.9
19-February-2016,2615.0,2712.85,2603.0,2704.85,2686.557499874289,59661,4857,160282707.0,30953.0,51.88,109.85,89.85
18-February-2016,2545.0,2630.0,2545.0,2620.95,2600.2036872006242,17954,2572,46684057.0,4512.0,25.13,85.0,75.95
17-February-2016,2510.1,2534.0,2440.0,2523.9,2490.665189279383,19178,1673,47765977.0,5728.0,29.87,94.0,13.8
16-February-2016,2515.7,2567.0,2504.0,2508.45,2525.673457924837,19584,1821,49462789.0,5210.0,26.6,63.0,-7.25
15-February-2016,2514.0,2538.35,2491.0,2515.7,2509.730369729195,16174,1999,40592379.0,2323.0,14.36,47.35,1.7
12-February-2016,2525.55,2533.8,2454.0,2486.5,2499.3353991863714,31464,2462,78639089.0,3592.0,11.42,79.8,-39.05
11-February-2016,2550.1,2561.4,2481.0,2498.45,2519.2260167649797,12884,1600,32457708.0,2491.0,19.33,80.4,-51.65
10-February-2016,2569.6,2576.0,2545.8,2547.45,2549.3545115339425,48509,471,123666638.0,43354.0,89.37,30.2,-22.15
9-February-2016,2549.85,2594.9,2518.0,2579.65,2569.0599044468945,8163,741,20971236.0,2076.0,25.43,76.9,29.8
8-February-2016,2580.1,2585.0,2550.0,2568.1,2572.3785488958993,7608,833,19570656.0,1917.0,25.2,35.0,-12.0
5-February-2016,2509.0,2590.0,2509.0,2578.05,2549.2833122770517,53824,2728,137212625.0,39673.0,73.71,81.0,69.05
4-February-2016,2509.0,2525.0,2472.15,2510.5,2497.3797030709784,9834,1342,24559232.0,1239.0,12.6,52.85,1.5
3-February-2016,2518.0,2541.9,2477.0,2484.7,2506.4382698636573,10635,1061,26655971.0,1891.0,17.78,64.9,-33.3
2-February-2016,2535.0,2545.5,2510.25,2521.8,2525.7547298216964,7347,910,18556720.0,692.0,9.42,35.25,-13.2
1-February-2016,2565.65,2568.75,2508.55,2535.0,2527.7783241455354,45350,2139,114634747.0,24728.0,54.53,60.2,-30.65
29-January-2016,2442.15,2575.0,2442.15,2562.8,2523.236398333139,25677,2429,64789141.0,5986.0,23.31,132.85,120.65
28-January-2016,2489.1,2508.7,2430.0,2448.55,2477.263944723618,23880,3563,59157063.0,9234.0,38.67,78.7,-40.55
27-January-2016,2538.75,2539.05,2471.0,2482.05,2501.928237224281,16457,2833,41174233.0,6322.0,38.42,68.05,-56.7
25-January-2016,2595.2,2597.8,2497.55,2520.8,2531.781233211962,16753,2217,42414931.0,3024.0,18.05,100.25,-74.4
22-January-2016,2483.45,2600.0,2478.1,2586.05,2552.1596677702273,17217,2550,43940533.0,3799.0,22.07,121.9,102.6
21-January-2016,2488.0,2539.95,2466.0,2473.5,2495.3873885137955,23994,2794,59874325.0,5318.0,22.16,73.95,-14.5
20-January-2016,2470.0,2505.45,2458.0,2488.05,2483.1069890520416,19273,2529,47856921.0,6835.0,35.46,47.45,18.05
19-January-2016,2448.8,2498.45,2448.8,2482.95,2476.865553939208,13061,1563,32350341.0,3247.0,24.86,49.65,34.15
18-January-2016,2425.0,2450.0,2375.0,2431.2,2410.746084176878,9385,1139,22624852.0,2194.0,23.38,75.0,6.2
15-January-2016,2449.0,2449.0,2410.0,2425.35,2430.6122960151806,13175,1513,32023317.0,3619.0,27.47,39.0,-23.65
14-January-2016,2449.0,2467.95,2416.6,2433.1,2432.009506915379,36079,1922,87744471.0,23447.0,64.99,51.35,-15.9
13-January-2016,2478.45,2479.7,2421.0,2470.75,2459.7846694796062,14220,1730,34978138.0,3512.0,24.7,58.7,-7.7
12-January-2016,2480.0,2500.0,2460.0,2469.55,2473.9086784359015,12122,2156,29988721.0,3011.0,24.84,40.0,-10.45
11-January-2016,2488.95,2525.0,2456.0,2503.2,2489.3008972342986,10811,1261,26911832.0,1551.0,14.35,69.0,14.25
8-January-2016,2529.75,2537.35,2484.25,2489.0,2501.043582937219,16199,1593,40514405.0,4625.0,28.55,53.1,-40.75
7-January-2016,2561.9,2573.7,2505.85,2513.15,2528.461017689452,9158,1203,23155646.0,1493.0,16.3,67.85,-48.75
6-January-2016,2640.0,2640.0,2577.0,2581.75,2600.039184055784,38434,1178,99929906.0,1527.0,3.97,63.0,-58.25
5-January-2016,2644.95,2655.25,2605.7,2621.05,2631.957505518764,9060,1183,23845535.0,1677.0,18.51,49.55,-23.9
4-January-2016,2665.0,2669.7,2635.45,2645.5,2652.4202882902337,18523,2459,49130781.0,5666.0,30.59,34.25,-19.5
1-January-2016,2695.0,2696.05,2674.0,2687.85,2686.8136772645476,8335,832,22394592.0,1365.0,16.38,22.05,-7.15
31-December-2015,2715.0,2717.9,2672.05,2695.25,2707.575744760831,63846,2163,172867881.0,52477.0,82.19,45.85,-19.75
30-December-2015,2720.0,2732.65,2707.0,2711.65,2718.626833822352,7498,722,20384264.0,2461.0,32.82,25.65,-8.35
29-December-2015,2692.05,2740.0,2692.05,2734.25,2725.5183953033265,10220,1428,27854798.0,2583.0,25.27,47.95,42.2
28-December-2015,2691.0,2707.9,2688.0,2702.25,2699.879198326176,9081,943,24517603.0,2303.0,25.36,19.9,11.25
24-December-2015,2653.1,2695.0,2653.1,2689.7,2687.055657352267,8732,850,23463370.0,2379.0,27.24,41.9,36.6
23-December-2015,2675.0,2693.0,2662.2,2675.2,2677.168520263901,5305,643,14202379.0,395.0,7.45,30.8,0.2
22-December-2015,2710.0,2710.0,2662.0,2669.0,2686.5562097000284,14268,1679,38331784.0,4841.0,33.93,48.0,-41.0
21-December-2015,2650.0,2705.0,2637.1,2695.8,2677.568207440812,10644,1586,28500036.0,2516.0,23.64,67.9,45.8
18-December-2015,2645.0,2662.85,2622.5,2641.6,2645.8087846481885,11725,1583,31022108.0,2802.0,23.9,40.35,-3.4
17-December-2015,2615.0,2660.0,2603.0,2649.75,2631.395979963224,15771,1733,41499746.0,5670.0,35.95,57.0,34.75
16-December-2015,2585.4,2616.0,2573.9,2593.45,2596.2793831031267,11801,1238,30638693.0,2953.0,25.02,42.1,8.05
15-December-2015,2500.0,2573.8,2500.0,2563.85,2545.2028076463557,66960,1794,170426780.0,51968.0,77.61,73.8,63.85
14-December-2015,2523.3,2556.0,2501.7,2537.45,2516.234961976665,328351,1677,826208266.0,310003.0,94.41,54.3,14.15
11-December-2015,2562.0,2562.0,2516.0,2523.3,2535.497942104541,14578,1145,36962489.0,2999.0,20.57,46.0,-38.7
10-December-2015,2570.0,2574.8,2535.55,2545.6,2552.1251624079687,13854,1508,35357142.0,3831.0,27.65,39.25,-24.4
9-December-2015,2600.0,2600.0,2534.9,2546.8,2561.5930323846906,10190,1208,26102633.0,0.0,0.0,65.1,-53.2
8-December-2015,2621.35,2637.05,2586.0,2602.85,2610.1669853409812,10983,838,28667464.0,2713.0,24.7,51.05,-18.5
7-December-2015,2630.0,2662.95,2611.0,2621.35,2634.244685731763,13078,1424,34450652.0,2549.0,19.49,51.95,-8.65
4-December-2015,2625.0,2633.95,2603.05,2617.15,2616.5267479153304,7795,941,20395826.0,1506.0,19.32,30.9,-7.85
3-December-2015,2655.0,2680.05,2610.55,2618.35,2656.6933296226857,68272,2311,181377767.0,58239.0,85.3,69.5,-36.65
2-December-2015,2674.0,2699.9,2666.75,2675.85,2681.6761471103327,14275,1484,38280927.0,3777.0,26.46,33.15,1.85
1-December-2015,2710.0,2715.7,2668.35,2677.75,2689.827609263874,16451,1779,44250354.0,3954.0,24.04,47.35,-32.25
30-November-2015,2700.05,2732.0,2680.1,2702.65,2711.1344035920033,23608,2867,64004461.0,7664.0,32.46,51.9,2.6
27-November-2015,2672.0,2714.05,2660.5,2704.15,2689.4356613388927,17268,1744,46441175.0,2754.0,15.95,53.55,32.15
26-November-2015,2610.0,2698.0,2610.0,2680.8,2641.0941228073984,690789,17150,1824438768.0,233465.0,33.8,88.0,70.8
24-November-2015,2659.0,2667.7,2631.0,2645.8,2648.7622104884185,16666,1335,44144271.0,3739.0,22.43,36.7,-13.2
23-November-2015,2573.35,2664.5,2571.8,2637.25,2638.9961207504584,42534,3887,112247061.0,9064.0,21.31,92.7,63.9
20-November-2015,2601.2,2638.95,2558.0,2563.65,2589.468537986345,46135,3238,119465131.0,14042.0,30.44,80.95,-37.55
19-November-2015,2609.9,2683.8,2580.0,2591.35,2645.305859130519,62313,5658,164836944.0,16963.0,27.22,103.8,-18.55
18-November-2015,2597.75,2604.0,2556.7,2571.85,2584.39715206878,18610,1182,48095631.0,5312.0,28.54,47.3,-25.9
17-November-2015,2604.0,2615.55,2574.85,2597.8,2594.2505837162007,13277,1176,34443865.0,3251.0,24.49,40.7,-6.2
16-November-2015,2600.7,2643.8,2587.0,2611.45,2615.0441125087355,11448,1014,29937025.0,1839.0,16.06,56.8,10.75
13-November-2015,2660.0,2664.0,2600.4,2610.95,2627.614025297619,5376,739,14126053.0,939.0,17.47,63.6,-49.05
11-November-2015,2675.0,2677.25,2634.4,2644.4,2646.356696220252,10715,813,28355712.0,5329.0,49.73,42.85,-30.6
10-November-2015,2637.9,2666.0,2605.0,2657.4,2650.5152647247673,17131,1620,45405977.0,4124.0,24.07,61.0,19.5
9-November-2015,2615.0,2648.2,2605.0,2618.5,2620.9579095433887,9242,999,24222893.0,1340.0,14.5,43.2,3.5
6-November-2015,2626.05,2666.8,2592.2,2632.9,2644.539086294416,24625,2221,65121775.0,5473.0,22.23,74.6,6.85
5-November-2015,2581.0,2659.0,2580.0,2638.6,2642.4349158776654,29362,1803,77587174.0,7550.0,25.71,79.0,57.6
4-November-2015,2599.0,2632.0,2593.0,2614.4,2615.9393836315394,14699,1689,38451693.0,2965.0,20.17,39.0,15.4
3-November-2015,2549.05,2596.55,2538.4,2583.75,2570.4682041484716,14656,1423,37672782.0,2514.0,17.15,58.15,34.7
2-November-2015,2581.0,2584.0,2538.6,2549.1,2555.5868398052194,8009,1048,20467695.0,1290.0,16.11,45.4,-31.9
30-October-2015,2611.0,2626.95,2568.05,2585.0,2602.4935177865605,12650,1396,32921543.0,2033.0,16.07,58.9,-26.0
29-October-2015,2618.0,2635.95,2605.85,2625.75,2621.891151135474,7662,1065,20088930.0,1617.0,21.1,30.1,7.75
28-October-2015,2618.2,2631.9,2595.5,2623.55,2619.1785508913167,6956,755,18219006.0,1345.0,19.34,36.4,5.35
27-October-2015,2619.0,2642.0,2587.2,2620.4,2610.522791238375,32688,1541,85332769.0,17836.0,54.56,54.8,1.4
26-October-2015,2590.1,2631.0,2590.0,2619.3,2617.9715881883485,12530,1490,32803184.0,2855.0,22.79,41.0,29.2
23-October-2015,2625.35,2644.35,2581.0,2594.95,2610.993151100067,16499,1165,43078776.0,3122.0,18.92,63.35,-30.4
21-October-2015,2665.0,2665.0,2592.2,2619.05,2625.6091537555294,44987,3980,118118279.0,7128.0,15.84,72.8,-45.95
20-October-2015,2590.05,2625.0,2589.05,2605.05,2603.0936522991537,28467,2768,74102267.0,3176.0,11.16,35.95,15.0
19-October-2015,2582.0,2622.0,2565.0,2613.55,2603.853015646302,15403,1579,40107148.0,4470.0,29.02,57.0,31.55
16-October-2015,2567.45,2598.0,2559.0,2586.85,2578.231282339006,16041,1320,41357408.0,4308.0,26.86,39.0,19.4
15-October-2015,2524.0,2578.6,2501.1,2567.45,2553.152129032258,15500,1445,39573858.0,5280.0,34.06,77.5,43.45
14-October-2015,2538.0,2548.5,2493.7,2505.75,2509.806778706224,10651,1226,26731952.0,1572.0,14.76,54.8,-32.25
13-October-2015,2547.0,2562.0,2525.05,2538.85,2539.366923925027,13605,1054,34548087.0,2693.0,19.79,36.95,-8.15
12-October-2015,2575.0,2596.2,2540.1,2547.65,2566.7828073859073,16193,1248,41563914.0,3414.0,21.08,56.1,-27.35
9-October-2015,2560.0,2583.0,2554.4,2565.25,2568.2750386762627,14867,1062,38182545.0,1745.0,11.74,28.6,5.25
8-October-2015,2539.0,2561.85,2524.65,2539.6,2538.220217749082,15798,1260,40098803.0,3253.0,20.59,37.2,0.6
7-October-2015,2523.6,2554.0,2495.95,2539.2,2529.725945748693,24663,2135,62390631.0,2356.0,9.55,58.05,15.6
6-October-2015,2515.0,2550.0,2512.4,2532.55,2526.9021186631276,22231,1925,56175561.0,3283.0,14.77,37.6,17.55
5-October-2015,2439.9,2516.0,2435.7,2501.65,2478.436168775611,22207,2096,55038632.0,6332.0,28.51,80.3,61.75
1-October-2015,2395.0,2470.95,2393.6,2413.35,2421.994123408423,46966,3735,113751376.0,8583.0,18.27,77.35,18.35
30-September-2015,2344.4,2410.0,2313.7,2395.65,2351.4811275451398,20824,2122,48967243.0,4100.0,19.69,96.3,51.25
29-September-2015,2350.0,2370.0,2305.0,2331.7,2332.537899758525,33958,1582,79208322.0,15150.0,44.61,65.0,-18.3
28-September-2015,2400.0,2400.0,2339.0,2350.75,2352.3983547925604,13980,1321,32886529.0,4143.0,29.64,61.0,-49.25
24-September-2015,2387.65,2421.0,2371.0,2380.65,2397.707455753984,12487,1038,29940173.0,1900.0,15.22,50.0,-7.0
23-September-2015,2386.1,2405.0,2384.45,2401.3,2394.9713728494803,14357,716,34384604.0,3564.0,24.82,20.55,15.2
22-September-2015,2433.0,2448.0,2376.65,2386.1,2408.4205447137033,9326,1184,22460930.0,4021.0,43.12,71.35,-46.9
21-September-2015,2427.7,2448.0,2394.65,2424.8,2424.942214668584,7649,702,18548383.0,1219.0,15.94,53.35,-2.9
18-September-2015,2375.0,2443.5,2375.0,2428.55,2425.703063138153,23995,2414,58204745.0,5531.0,23.05,68.5,53.55
16-September-2015,2322.25,2379.95,2321.7,2363.0,2362.363720560995,22674,2172,53564235.0,4157.0,18.33,58.25,40.75
15-September-2015,2350.0,2350.0,2307.95,2310.6,2313.8771141203565,35594,1970,82360142.0,21190.0,59.53,42.05,-39.4
14-September-2015,2350.0,2360.45,2322.35,2348.6,2341.2245824983293,7485,646,17524066.0,2071.0,27.67,38.1,-1.4
11-September-2015,2349.9,2366.95,2332.9,2342.05,2343.2014201483553,15773,996,36959316.0,4377.0,27.75,34.05,-7.85
10-September-2015,2347.0,2363.0,2300.05,2343.95,2348.023304141309,80844,1474,189823596.0,67294.0,83.24,62.95,-3.05
9-September-2015,2328.05,2369.8,2328.05,2347.75,2352.561031879194,14304,1155,33651033.0,3885.0,27.16,41.75,19.7
8-September-2015,2292.0,2330.0,2286.6,2317.3,2308.0670526079134,17792,1276,41065129.0,4190.0,23.55,43.4,25.3
7-September-2015,2293.0,2312.5,2259.1,2279.8,2279.9445413553635,30383,1677,69271555.0,13912.0,45.79,53.4,-13.2
4-September-2015,2330.0,2336.9,2270.0,2292.55,2289.0994955700708,30926,2280,70792691.0,8180.0,26.45,66.9,-37.45
3-September-2015,2350.0,2365.0,2322.9,2329.95,2337.0779096398087,24015,1884,56124926.0,8171.0,34.02,42.1,-20.05
2-September-2015,2360.15,2388.4,2302.7,2343.25,2347.7272514570127,47014,3283,110376049.0,9585.0,20.39,85.7,-16.9
1-September-2015,2394.95,2395.4,2369.55,2385.3,2381.638847390104,44178,2354,105216041.0,31736.0,71.84,25.85,-9.65
31-August-2015,2399.0,2411.45,2381.1,2397.35,2394.597961134119,15695,1249,37583215.0,4078.0,25.98,30.35,-1.65
28-August-2015,2418.0,2432.0,2381.15,2400.95,2410.8227647752146,29695,2203,71589382.0,10199.0,34.35,50.85,-17.05
27-August-2015,2419.0,2419.0,2364.5,2380.7,2383.725212528469,44347,3381,105711062.0,16304.0,36.76,54.5,-38.3
26-August-2015,2465.0,2475.0,2366.1,2391.95,2402.815186503162,117183,5038,281569092.0,82344.0,70.27,108.9,-73.05
25-August-2015,2475.1,2514.3,2404.15,2477.5,2447.9020490698304,37090,3095,90792687.0,12044.0,32.47,110.15,2.4
24-August-2015,2539.95,2539.95,2405.0,2478.95,2477.06453296358,262517,4891,650271550.0,208051.0,79.25,134.95,-61.0
21-August-2015,2625.0,2648.65,2535.1,2559.9,2555.683640277445,41810,3799,106853133.0,12429.0,29.73,113.55,-65.1
20-August-2015,2660.0,2660.0,2624.2,2633.9,2640.703883159133,14447,1565,38150249.0,3860.0,26.72,35.8,-26.1
19-August-2015,2645.0,2705.0,2617.35,2690.0,2676.094250773124,28456,2340,76150938.0,7951.0,27.94,87.65,45.0
18-August-2015,2657.9,2678.7,2634.55,2641.85,2653.4925562510575,11822,977,31369589.0,2406.0,20.35,44.15,-16.05
17-August-2015,2682.0,2720.0,2642.0,2653.5,2673.634507535927,22824,2436,61023034.0,8324.0,36.47,78.0,-28.5
14-August-2015,2640.0,2722.0,2640.0,2714.0,2689.2259904091243,23147,1872,62247514.0,5982.0,25.84,82.0,74.0
13-August-2015,2664.0,2681.0,2612.25,2643.85,2656.6013836840593,17345,1884,46078751.0,4877.0,28.12,68.75,-20.15
12-August-2015,2678.0,2692.0,2626.15,2635.35,2653.9699484471266,23859,1952,63321069.0,6209.0,26.02,65.85,-42.65
11-August-2015,2704.85,2718.95,2668.0,2678.7,2700.8800736683493,41809,1485,112921095.0,28522.0,68.22,50.95,-26.15
10-August-2015,2673.0,2728.65,2663.1,2704.85,2702.531701259535,28185,2337,76170856.0,7290.0,25.86,65.55,31.85
7-August-2015,2652.65,2669.0,2641.0,2660.5,2657.8894680471262,14005,1086,37223742.0,3172.0,22.65,28.0,7.85
6-August-2015,2665.25,2680.95,2641.0,2652.65,2655.584945353789,19489,1425,51754695.0,4599.0,23.6,39.95,-12.6
5-August-2015,2644.95,2673.3,2629.75,2660.4,2652.696864007631,33546,2453,88987369.0,5479.0,16.33,43.55,15.45
4-August-2015,2785.0,2800.0,2613.8,2624.25,2705.7066925969975,124436,9054,336687318.0,30027.0,24.13,186.2,-160.75
3-August-2015,2655.0,2717.0,2604.15,2697.85,2664.097078749909,68635,4335,182850303.0,5425.0,7.9,112.85,42.85
31-July-2015,2587.6,2693.5,2587.6,2674.45,2661.332515014685,22811,2418,60707656.0,6200.0,27.18,105.9,86.85
30-July-2015,2565.0,2626.6,2565.0,2587.6,2597.798411768535,15363,1429,39909977.0,2611.0,17.0,61.6,22.6
29-July-2015,2540.0,2580.3,2505.4,2566.25,2547.5948418576286,22954,1666,58477492.0,3195.0,13.92,74.9,26.25
28-July-2015,2600.0,2629.0,2519.0,2531.55,2551.7440794306117,39481,3883,100745408.0,11051.0,27.99,110.0,-68.45
27-July-2015,2715.0,2738.0,2597.45,2605.65,2649.6964018691588,21400,2498,56703503.0,5957.0,27.84,140.55,-109.35
24-July-2015,2709.5,2747.25,2700.0,2738.2,2724.8042747021723,14270,1308,38882957.0,4623.0,32.4,47.25,28.7
23-July-2015,2706.7,2729.95,2676.3,2714.3,2703.937675397568,17104,1678,46248150.0,3292.0,19.25,53.65,7.6
22-July-2015,2685.95,2720.0,2678.45,2707.7,2702.8583353207728,12579,1466,33999255.0,3994.0,31.75,41.55,21.75
21-July-2015,2662.0,2695.0,2662.0,2685.85,2683.2407479548115,12835,1177,34439395.0,4839.0,37.7,33.0,23.85
20-July-2015,2674.55,2674.55,2654.85,2660.75,2662.3137983056745,8617,1137,22941158.0,3001.0,34.83,19.7,-13.8
